event_id,machine_id,cycle_index,ingest_ts,anomaly_score,is_anomaly_pred,model_version,review_status,review_ts,reviewer,notes,CF_Feature_1,CF_Feature_2,CF_Feature_3,CF_Feature_4,CF_Feature_5,Vib_Feature_1,Vib_Feature_2,Vib_Feature_3,Vib_Feature_4,Vib_Feature_5,AE_Feature_1,AE_Feature_2,AE_Feature_3,AE_Feature_4,AE_Feature_5,VB_mm,Wear_Class
CNC-01_0_53e359af,CNC-01,0,2026-01-18T18:54:30.830027,0.0643394378560654,False,iforest_v1,UNREVIEWED,,,,37.454011884736246,95.07143064099162,73.1993941811405,59.86584841970366,15.601864044243651,3.7364081846669848,3.3291209623140325,1.7615391250286003,6.07266670101488,4.766241605086289,3.649991554949852,0.9225599779935578,1.7331984718494309,3.316403184289092,2.4104467226224,-0.0063069232567757,Healthy
CNC-01_1_6d71b945,CNC-01,1,2026-01-18T18:54:30.830027,0.0136884355441974,False,iforest_v1,UNREVIEWED,,,,15.599452033620263,5.8083612168199465,86.61761457749351,60.11150117432088,70.80725777960456,8.657009923240036,0.3210958048205825,6.438679275551263,7.629488785115611,7.59486569188307,3.692855193174469,4.806039506114298,0.5827334385759875,3.5478385819903044,1.1517207781605725,0.0215781753421374,Healthy
CNC-01_2_3388bb87,CNC-01,2,2026-01-18T18:54:30.830027,0.0130039720254691,False,iforest_v1,UNREVIEWED,,,,2.0584494295802447,96.99098521619943,83.24426408004217,21.233911067827616,18.182496720710063,8.860739670955251,7.290337428294941,9.278100616476962,3.326565998208914,5.032094167515431,2.0723836370378463,0.1643136289756991,0.6795369114634947,1.5988864452444984,1.7099290264399247,0.0170069658926827,Healthy
CNC-01_3_56951ffc,CNC-01,3,2026-01-18T18:54:30.830027,0.0204250191680891,False,iforest_v1,UNREVIEWED,,,,18.34045098534338,30.42422429595377,52.475643163223786,43.19450186421157,29.122914019804192,0.1407966328289067,0.0695758730329121,2.401266204515199,1.0080719713908526,2.602113679357536,4.497926082310479,3.7090645463325753,4.860914840935205,2.9953575516762028,1.20856866045659,0.0078346169723314,Healthy
CNC-01_4_54fc65ce,CNC-01,4,2026-01-18T18:54:30.830027,0.0549354987175421,False,iforest_v1,UNREVIEWED,,,,61.18528947223795,13.949386065204184,29.21446485352181,36.63618432936917,45.6069984217036,1.770432945283974,0.2852002483864824,9.093041464060494,0.0822313138889152,7.360821443370854,1.6382751496082144,1.5991796164598355,1.632471638316258,3.3648208655590786,2.654039640452081,-0.0027304091323264,Healthy
CNC-01_5_ca132643,CNC-01,5,2026-01-18T18:54:30.830027,0.023561647508307,False,iforest_v1,UNREVIEWED,,,,78.51759613930136,19.96737821583597,51.42344384136116,59.24145688620425,4.645041271999773,1.5214788691951653,9.122296219996,8.927959395898858,6.539011463692574,6.722341498006052,1.927120890433221,0.745448843643583,0.1106958147107295,1.094173387938463,0.5373570198434063,0.0128817343286566,Healthy
CNC-01_6_0c92a4dd,CNC-01,6,2026-01-18T18:54:30.830027,-0.0342050795285683,True,iforest_v1,UNREVIEWED,,,,60.75448519014384,17.052412368729154,6.505159298527952,94.88855372533332,96.56320330745594,0.0533914196968854,9.84871566113602,8.778326035758145,8.95106225730092,6.592445370508719,3.9272251542611967,0.5624897890694269,3.6211411865341807,1.928293448880413,0.3668919487188798,-0.0102840711278732,Healthy
CNC-01_7_c8e6c664,CNC-01,7,2026-01-18T18:54:30.830027,0.03327089602637,False,iforest_v1,UNREVIEWED,,,,80.83973481164611,30.46137691733707,9.767211400638388,68.42330265121569,44.01524937396013,3.447869286545365,8.936486490904809,2.915169281511924,5.627115433422029,0.997309723438824,4.063650247157929,2.8981528511830668,1.1788075643178653,4.473405871663339,0.2262915693527573,0.0119913659588457,Healthy
CNC-01_8_352678c0,CNC-01,8,2026-01-18T18:54:30.830027,0.0180226990145637,False,iforest_v1,UNREVIEWED,,,,12.203823484477883,49.51769101112702,3.43885211152184,90.9320402078782,25.87799816000169,9.219556301327502,1.4077045777121333,2.2489680573040727,5.58134158128215,7.640930002129815,1.0090980409888144,3.760234639029305,3.5468896515494457,1.4463584686223905,0.3101243767639156,0.0106804357243755,Healthy
CNC-01_9_75aa21d2,CNC-01,9,2026-01-18T18:54:30.830027,0.0272770655899712,False,iforest_v1,UNREVIEWED,,,,66.2522284353982,31.171107608941096,52.00680211778108,54.67102793432797,18.485445552552704,6.1935130593629895,2.3213391280015614,0.0094304252749033,7.571505803074392,9.852073259110938,4.290390361124719,1.568488190349513,0.978567074641326,2.580309111804885,4.551135996412237,6.233054745416618e-05,Healthy
CNC-01_10_959623c4,CNC-01,10,2026-01-18T18:54:30.830027,0.0470904576356392,False,iforest_v1,UNREVIEWED,,,,96.95846277645586,77.51328233611146,93.9498941564189,89.48273504276489,59.78999788110851,8.099131203060905,4.602066181566153,9.037672613991068,4.0984767311835,5.249340842434675,0.2177328892168767,3.829020440154439,2.8623661396935445,2.127245582759085,3.7204022205253,0.0131427385712265,Healthy
CNC-01_11_acb1a059,CNC-01,11,2026-01-18T18:54:30.830027,0.0407671873715184,False,iforest_v1,UNREVIEWED,,,,92.18742350231167,8.84925020519195,19.59828624191452,4.522728891053807,32.53303307632643,4.771297673956832,4.476238726655249,7.751907692939057,5.26768907269492,3.1671712202521607,4.829122122208162,1.146031055813455,0.7182368253605981,4.564408726113485,3.3447653872865186,-0.0025462483131477,Healthy
CNC-01_12_9dd92567,CNC-01,12,2026-01-18T18:54:30.830027,0.0573112995985278,False,iforest_v1,UNREVIEWED,,,,38.8677289689482,27.134903177389592,82.87375091519293,35.67533266935893,28.093450968738075,2.581581676584783,0.3774731696743338,5.83195161883046,2.2996141540103423,1.481339220163831,2.18993010780983,2.8662978513214155,3.72806952588122,3.865159493528586,4.599470904094823,-0.0105498054557197,Healthy
CNC-01_13_b639fe3a,CNC-01,13,2026-01-18T18:54:30.830027,0.0417413799169328,False,iforest_v1,UNREVIEWED,,,,54.26960831582485,14.092422497476264,80.21969807540397,7.455064367977082,98.68869366005173,6.538299638276777,6.812092578215489,7.52154892257666,5.035768963385915,8.940546052038865,2.1342139444781134,1.4670545500969752,3.1983213339492096,2.078639496397652,2.9729922697448896,0.0120557881990337,Healthy
CNC-01_14_8ae89d20,CNC-01,14,2026-01-18T18:54:30.830027,0.0223575733028282,False,iforest_v1,UNREVIEWED,,,,77.22447692966574,19.87156815341724,0.5522117123602399,81.54614284548342,70.68573438476172,9.36342753398228,8.073709397924894,6.355934820081872,3.0372095359118867,9.829449216202212,2.099928992279751,0.7649789333908724,2.347133758294792,3.454589109705164,3.9964190383382494,0.0015987963214118,Healthy
CNC-01_15_79867033,CNC-01,15,2026-01-18T18:54:30.830027,0.0390608842243621,False,iforest_v1,UNREVIEWED,,,,72.90071680409874,77.12703466859458,7.4044651734090365,35.84657285442726,11.586905952512971,2.741361671919384,2.0265692199043106,4.421541137865828,0.5684057071238846,9.784944646717909,2.466631383982734,0.8261894510520046,2.073438548247158,3.9314696442084913,2.064296353085364,0.0086441191895649,Healthy
CNC-01_16_14108be3,CNC-01,16,2026-01-18T18:54:30.830027,0.0494352919346633,False,iforest_v1,UNREVIEWED,,,,86.31034258755935,62.329812682755794,33.08980248526492,6.355835028602364,31.09823217156622,5.884335564164248,5.5695209166417525,6.557962798997199,4.970236477772066,0.3206351709454158,3.482653968021112,2.536068408390449,1.2061156255469836,3.9807525401153714,0.4210672703534351,0.0210102666159442,Healthy
CNC-01_17_2e0ad640,CNC-01,17,2026-01-18T18:54:30.830027,0.0647666162217686,False,iforest_v1,UNREVIEWED,,,,32.518332202674706,72.96061783380641,63.75574713552131,88.72127425763266,47.22149251619493,6.123112888403968,7.161738769564306,4.167490606240532,7.57295572071193,2.2700129933842064,2.624451413775753,1.0444551712170247,0.3353281427068783,2.514669685416244,2.497810779674618,-0.0042460524798409,Healthy
CNC-01_18_361b25d8,CNC-01,18,2026-01-18T18:54:30.830027,0.0522075374374736,False,iforest_v1,UNREVIEWED,,,,11.959424593830173,71.3244787222995,76.07850486168974,56.12771975694962,77.0967179954561,2.2127659106618403,1.6141698768757395,3.7199475978916174,8.470120353890835,8.279120621490643,3.534504508378604,3.723753465259525,3.638957443464484,2.047793664583775,3.158448936132813,0.0017177807394941,Healthy
CNC-01_19_851c0853,CNC-01,19,2026-01-18T18:54:30.830027,0.047396448581072,False,iforest_v1,UNREVIEWED,,,,49.37955963643908,52.27328293819941,42.75410183585496,2.541912674409519,10.789142699330444,3.828242079635038,5.891187359802366,7.208163164749156,2.41206774628023,1.6814108589474708,2.884726213219801,2.107808780584598,2.986063470929966,4.736239383531313,0.9644687184068867,0.0190230083774429,Healthy
CNC-01_20_6bab5a0f,CNC-01,20,2026-01-18T18:54:31.990916,0.028596563026122,False,iforest_v1,UNREVIEWED,,,,3.142918568673425,63.64104112637804,31.435598107632668,50.85706911647028,90.7566473926093,9.72095993212311,6.175573132096185,9.81415721833664,3.377559871322291,7.030316999741315,4.528860478927632,0.2672775699159918,1.5419460645083034,1.4407262430576413,3.1318255394045287,0.0101890681839905,Healthy
